UF;COD_UF;CÓDI52;NOME;População;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educação
RN;24;2407609;Messias Targino;4.530;0.644;0.608;0.779;0.565
RN;24;2407708;Montanhas;11.572;0.557;0.553;0.700;0.447
RN;24;2407807;Monte Alegre;22.155;0.609;0.578;0.770;0.507
RN;24;2407906;Monte das Gameleiras;2.219;0.598;0.560;0.752;0.509
RN;24;2408003;Mossoró;288.162;0.720;0.694;0.811;0.663
RN;24;2408102;Natal;869.954;0.763;0.768;0.835;0.694
RN;24;2408201;Nísia Floresta;26.606;0.622;0.601;0.773;0.518
RN;24;2408300;Nova Cruz;37.395;0.629;0.589;0.788;0.537
RN;24;2408409;Olho-d'Água do Borges;4.370;0.585;0.577;0.719;0.482
RN;24;2408508;Ouro Branco;4.871;0.764;0.753;0.872;0.680
RN;24;2408607;Paraná;4.222;0.589;0.532;0.776;0.496
RN;24;2408706;Paraú;3.891;0.603;0.582;0.721;0.522
RN;24;2408805;Parazinho;5.173;0.549;0.543;0.719;0.424
RN;24;2408904;Parelhas;21.483;0.676;0.625;0.802;0.617
RN;24;2403251;Parnamirim;242.384;0.766;0.750;0.825;0.726
RN;24;2409100;Passa e Fica;12.655;0.606;0.565;0.763;0.516
RN;24;2409209;Passagem;3.075;0.620;0.566;0.790;0.534
RN;24;2409308;Patu;12.706;0.618;0.599;0.768;0.513
RN;24;2409407;Pau dos Ferros;29.954;0.678;0.666;0.803;0.584
RN;24;2409506;Pedra Grande;3.429;0.559;0.526;0.773;0.430
RN;24;2409605;Pedra Preta;2.568;0.679;0.672;0.812;0.573
RN;24;2409704;Pedro Avelino;7.059;0.583;0.577;0.788;0.435
RN;24;2409803;Pedro Velho;14.844;0.568;0.562;0.738;0.442
RN;24;2409902;Pendências;14.751;0.631;0.633;0.753;0.526
RN;24;2410009;Pilões;3.761;0.614;0.566;0.777;0.527
RN;24;2410108;Poço Branco;15.139;0.587;0.562;0.766;0.471
RN;24;2410207;Portalegre;7.811;0.621;0.581;0.754;0.547
RN;24;2410256;Porto do Mangue;5.884;0.590;0.558;0.732;0.504
RN;24;2410306;Presidente Juscelino;9.814;0.614;0.603;0.796;0.483
RN;24;2410405;Pureza;9.331;0.567;0.516;0.774;0.456
RN;24;2410504;Rafael Fernandes;5.040;0.608;0.588;0.737;0.518
RN;24;2410603;Rafael Godeiro;3.213;0.654;0.583;0.789;0.607
RN;24;2410702;Riacho da Cruz;3.485;0.584;0.545;0.751;0.487
RN;24;2410801;Riacho de Santana;4.278;0.615;0.572;0.764;0.532
RN;24;2410900;Riachuelo;7.863;0.617;0.591;0.766;0.520
RN;24;2408953;Rio do Fogo;10.758;0.569;0.546;0.738;0.457
RN;24;2411007;Rodolfo Fernandes;4.547;0.604;0.561;0.758;0.519
RN;24;2411106;Ruy Barbosa;3.678;0.610;0.583;0.770;0.505
RN;24;2411205;Santa Cruz;38.924;0.635;0.597;0.761;0.564
RN;24;2409332;Santa Maria;5.341;0.784;0.795;0.848;0.715
RN;24;2411403;Santana do Matos;13.605;0.591;0.559;0.767;0.482
RN;24;2411429;Santana do Seridó;2.675;0.642;0.595;0.767;0.580
RN;24;2411502;Santo Antônio;23.865;0.620;0.595;0.782;0.512
RN;24;2411601;São Bento do Norte;2.905;0.555;0.541;0.760;0.415
RN;24;2411700;São Bento do Trairí;4.318;0.595;0.526;0.763;0.525
RN;24;2411809;São Fernando;3.587;0.608;0.591;0.750;0.508
RN;24;2411908;São Francisco do Oeste;4.173;0.628;0.581;0.779;0.547
RN;24;2412005;São Gonçalo do Amarante;98.260;0.665;0.587;0.775;0.646
RN;24;2412104;São João do Sabugi;6.218;0.655;0.620;0.779;0.581
RN;24;2412203;São José de Mipibu;43.191;0.611;0.599;0.748;0.508
RN;24;2412302;São José do Campestre;12.933;0.615;0.564;0.789;0.522
RN;24;2412401;São José do Seridó;4.567;0.694;0.634;0.815;0.647
RN;24;2412500;São Miguel;23.274;0.606;0.574;0.747;0.518
RN;24;2412559;São Miguel do Gostoso;9.427;0.591;0.558;0.790;0.468
RN;24;2412609;São Paulo do Potengi;17.239;0.622;0.584;0.744;0.555
RN;24;2412708;São Pedro;6.216;0.755;0.741;0.863;0.674
RN;24;2412807;São Rafael;8.347;0.611;0.588;0.787;0.493
RN;24;2412906;São Tomé;11.205;0.725;0.707;0.816;0.660
RN;24;2413003;São Vicente;6.400;0.768;0.738;0.857;0.716
RN;24;2413102;Senador Elói de Souza;6.087;0.583;0.523;0.752;0.504
RN;24;2413201;Senador Georgino Avelino;4.322;0.570;0.543;0.748;0.455
RN;24;2413300;Serra de São Bento;5.883;0.582;0.551;0.741;0.482
RN;24;2413359;Serra do Mel;11.507;0.614;0.574;0.773;0.521
RN;24;2413409;Serra Negra do Norte;8.130;0.597;0.578;0.787;0.468
RN;24;2413508;Serrinha;6.518;0.634;0.615;0.778;0.532
RN;24;2413557;Serrinha dos Pintos;4.797;0.598;0.555;0.782;0.492
RN;24;2413607;Severiano Melo;3.893;0.604;0.579;0.728;0.522
RN;24;2413706;Sítio Novo;5.433;0.572;0.528;0.722;0.491
RN;24;2413805;Taboleiro Grande;2.518;0.612;0.570;0.792;0.507
RN;24;2413904;Taipu;12.366;0.569;0.544;0.778;0.435
RN;24;2414001;Tangará;15.529;0.737;0.748;0.867;0.617
RN;24;2414100;Tenente Ananias;10.646;0.592;0.570;0.779;0.468
RN;24;2414159;Tenente Laurentino Cruz;5.757;0.623;0.559;0.737;0.586
RN;24;2411056;Tibau;4.019;0.635;0.627;0.769;0.530
RN;24;2414209;Tibau do Sul;13.316;0.645;0.672;0.794;0.504
RN;24;2414308;Timbaúba dos Batistas;2.418;0.640;0.614;0.723;0.591
RN;24;2414407;Touros;33.506;0.572;0.562;0.716;0.466
RN;24;2414456;Triunfo Potiguar;3.366;0.602;0.579;0.730;0.516
RN;24;2414506;Umarizal;10.835;0.618;0.590;0.792;0.506
RN;24;2414605;Upanema;14.282;0.596;0.542;0.758;0.516
RN;24;2414704;Várzea;5.512;0.707;0.619;0.800;0.714
RN;24;2414753;Venha-Ver;4.121;0.555;0.501;0.722;0.473
RN;24;2414803;Vera Cruz;12.016;0.754;0.722;0.830;0.715
RN;24;2414902;Viçosa;1.714;0.775;0.758;0.883;0.696
RN;24;2415008;Vila Flor;3.116;0.576;0.561;0.722;0.471
PB;25;2500106;Água Branca;10.083;0.639;0.600;0.763;0.569
PB;25;2500205;Aguiar;5.573;0.597;0.632;0.753;0.447
PB;25;2500304;Alagoa Grande;28.646;0.582;0.576;0.797;0.430
PB;25;2500403;Alagoa Nova;20.500;0.576;0.567;0.749;0.451
PB;25;2500502;Alagoinha;14.284;0.599;0.569;0.801;0.472
PB;25;2500536;Alcantil;5.451;0.578;0.550;0.765;0.458
PB;25;2500577;Algodão de Jandaíra;2.475;0.548;0.532;0.749;0.413
PB;25;2500601;Alhandra;19.238;0.582;0.544;0.778;0.465
PB;25;2500734;Amparo;2.212;0.785;0.780;0.871;0.711
PB;25;2500775;Aparecida;8.263;0.755;0.735;0.828;0.706
PB;25;2500809;Araçagi;17.122;0.549;0.540;0.745;0.412
PB;25;2500908;Arara;13.355;0.548;0.569;0.712;0.407
PB;25;2501005;Araruna;20.051;0.704;0.685;0.785;0.648
PB;25;2501104;Areia;23.110;0.594;0.593;0.756;0.467
PB;25;2501153;Areia de Baraúnas;1.880;0.562;0.566;0.680;0.462
PB;25;2501203;Areial;6.900;0.608;0.573;0.779;0.503
PB;25;2501302;Aroeiras;19.204;0.548;0.537;0.745;0.411
PB;25;2501351;Assunção;3.830;0.609;0.601;0.738;0.510
PB;25;2501401;Baía da Traição;8.826;0.581;0.541;0.731;0.495
PB;25;2501500;Bananeiras;21.235;0.568;0.555;0.766;0.430
PB;25;2501534;Baraúna;4.758;0.574;0.562;0.756;0.446
PB;25;2501609;Barra de Santa Rosa;15.145;0.562;0.542;0.753;0.434
PB;25;2501575;Barra de Santana;8.249;0.567;0.526;0.747;0.465
PB;25;2501708;Barra de São Miguel;5.905;0.615;0.638;0.767;0.475
PB;25;2501807;Bayeux;96.140;0.649;0.619;0.779;0.566
PB;25;2501906;Belém;17.594;0.746;0.751;0.822;0.673
PB;25;2502003;Belém do Brejo do Cruz;7.320;0.578;0.550;0.779;0.451
PB;25;2502052;Bernardino Batista;3.356;0.558;0.526;0.716;0.462
PB;25;2502102;Boa Ventura;5.473;0.599;0.566;0.790;0.480
PB;25;2502151;Boa Vista;6.884;0.752;0.737;0.816;0.708
PB;25;2502201;Bom Jesus;2.532;0.718;0.740;0.827;0.606
PB;25;2502300;Bom Sucesso;5.007;0.692;0.680;0.808;0.602
PB;25;2502409;Bonito de Santa Fé;11.684;0.574;0.564;0.786;0.427
PB;25;2502508;Boqueirão;17.670;0.607;0.592;0.763;0.496
PB;25;2502706;Borborema;5.366;0.730;0.710;0.831;0.658
PB;25;2502805;Brejo do Cruz;13.900;0.597;0.575;0.798;0.463
PB;25;2502904;Brejo dos Santos;6.413;0.619;0.564;0.776;0.541
PB;25;2503001;Caaporã;21.555;0.602;0.565;0.757;0.509
PB;25;2503100;Cabaceiras;5.449;0.611;0.574;0.759;0.523
PB;25;2503209;Cabedelo;65.634;0.748;0.782;0.822;0.651
PB;25;2503308;Cachoeira dos Índios;10.114;0.587;0.583;0.766;0.453
PB;25;2503407;Cacimba de Areia;3.713;0.596;0.553;0.771;0.497
PB;25;2503506;Cacimba de Dentro;17.149;0.564;0.551;0.777;0.419
PB;25;2503555;Cacimbas;7.112;0.523;0.501;0.672;0.425
PB;25;2503605;Caiçara;7.293;0.699;0.721;0.817;0.580
PB;25;2503704;Cajazeiras;61.431;0.679;0.668;0.815;0.574
PB;25;2503753;Cajazeirinhas;3.165;0.550;0.521;0.773;0.413
PB;25;2503803;Caldas Brandão;5.945;0.568;0.562;0.723;0.451
PB;25;2503902;Camalaú;5.971;0.567;0.549;0.770;0.431
PB;25;2504009;Campina Grande;405.072;0.720;0.702;0.812;0.654
PB;25;2516409;Tacima;#N/D;0.551;0.513;0.726;0.450
PB;25;2504033;Capim;6.326;0.533;0.520;0.728;0.400
PB;25;2504074;Caraúbas;4.115;0.638;0.594;0.786;0.556
PB;25;2504108;Carrapateira;2.601;0.603;0.529;0.765;0.543
PB;25;2504157;Casserengue;7.394;0.514;0.492;0.730;0.379
PB;25;2504207;Catingueira;4.920;0.574;0.553;0.753;0.455
PB;25;2504306;Catolé do Rocha;30.179;0.640;0.617;0.787;0.539
PB;25;2504355;Caturité;4.779;0.623;0.617;0.782;0.502
PB;25;2504405;Conceição;18.860;0.592;0.577;0.754;0.476
PB;25;2504504;Condado;6.733;0.602;0.581;0.713;0.527
PB;25;2504603;Conde;23.975;0.618;0.591;0.797;0.500
PB;25;2504702;Congo;4.780;0.581;0.562;0.731;0.477
PB;25;2504801;Coremas;15.409;0.592;0.578;0.794;0.452
PB;25;2504850;Coxixola;1.892;0.641;0.586;0.794;0.567
PB;25;2504900;Cruz do Espírito Santo;17.212;0.552;0.531;0.778;0.408
PB;25;2505006;Cubati;7.193;0.566;0.545;0.742;0.448
PB;25;2505105;Cuité;20.325;0.591;0.574;0.766;0.470
PB;25;2505238;Cuité de Mamanguape;6.340;0.524;0.529;0.683;0.398
PB;25;2505204;Cuitegi;6.841;0.570;0.563;0.732;0.450
PB;25;2505279;Curral de Cima;5.245;0.529;0.528;0.715;0.392
PB;25;2505303;Curral Velho;2.523;0.606;0.613;0.739;0.491
PB;25;2505352;Damião;5.246;0.521;0.503;0.720;0.391
PB;25;2505402;Desterro;8.253;0.580;0.551;0.724;0.490
PB;25;2505600;Diamante;6.591;0.593;0.562;0.748;0.496
PB;25;2505709;Dona Inês;10.456;0.545;0.524;0.690;0.447
PB;25;2505808;Duas Estradas;3.618;0.603;0.565;0.795;0.488
PB;25;2505907;Emas;3.485;0.595;0.554;0.773;0.492
PB;25;2506004;Esperança;32.785;0.623;0.598;0.767;0.526
PB;25;2506103;Fagundes;11.378;0.560;0.543;0.749;0.432
PB;25;2506202;Frei Martinho;2.986;0.641;0.631;0.770;0.542
PB;25;2506251;Gado Bravo;8.450;0.513;0.491;0.737;0.373
PB;25;2506301;Guarabira;58.162;0.673;0.641;0.812;0.586
PB;25;2506400;Gurinhém;14.117;0.556;0.544;0.728;0.435
PB;25;2506509;Gurjão;3.376;0.625;0.576;0.729;0.581
PB;25;2506608;Ibiara;5.974;0.586;0.548;0.768;0.479
PB;25;2502607;Igaracy;6.191;0.610;0.575;0.794;0.496
PB;25;2506707;Imaculada;11.749;0.557;0.524;0.715;0.461
PB;25;2506806;Ingá;18.042;0.592;0.573;0.768;0.471
PB;25;2506905;Itabaiana;24.565;0.642;0.645;0.801;0.513
PB;25;2507002;Itaporanga;24.499;0.719;0.681;0.835;0.653
PB;25;2507101;Itapororoca;18.332;0.564;0.543;0.757;0.437
PB;25;2507200;Itatuba;10.739;0.562;0.549;0.742;0.436
PB;25;2507309;Jacaraú;14.316;0.558;0.554;0.720;0.435
PB;25;2507408;Jericó;7.717;0.603;0.577;0.798;0.476
PB;25;2507507;João Pessoa;791.438;0.763;0.770;0.832;0.693
PB;25;2507606;Juarez Távora;7.850;0.579;0.544;0.768;0.465
PB;25;2507705;Juazeirinho;17.902;0.567;0.557;0.753;0.435
PB;25;2507804;Junco do Seridó;7.054;0.617;0.571;0.715;0.576
PB;25;2507903;Juripiranga;10.669;0.548;0.544;0.677;0.448
PB;25;2508000;Juru;9.892;0.570;0.552;0.758;0.443
PB;25;2508109;Lagoa;4.687;0.563;0.533;0.747;0.448
PB;25;2508208;Lagoa de Dentro;7.619;0.570;0.539;0.772;0.444
PB;25;2508307;Lagoa Seca;27.247;0.627;0.621;0.769;0.516
PB;25;2508406;Lastro;2.765;0.533;0.532;0.747;0.380
PB;25;2508505;Livramento;7.355;0.566;0.523;0.732;0.473
PB;25;2508554;Logradouro;4.254;0.583;0.544;0.776;0.470
PB;25;2508604;Lucena;12.804;0.583;0.577;0.734;0.469
PB;25;2508703;Mãe d'Água;4.026;0.542;0.520;0.712;0.429
PB;25;2508802;Malta;5.672;0.642;0.620;0.800;0.533
PB;25;2508901;Mamanguape;44.369;0.585;0.585;0.756;0.453
PB;25;2509008;Manaíra;11.066;0.543;0.537;0.698;0.426
PB;25;2509057;Marcação;8.361;0.529;0.525;0.691;0.408
PB;25;2509107;Mari;21.755;0.548;0.553;0.692;0.429
PB;25;2509156;Marizópolis;6.522;0.608;0.582;0.753;0.512
PB;25;2509206;Massaranduba;13.654;0.774;0.749;0.867;0.714
PB;25;2509305;Mataraca;8.219;0.536;0.533;0.675;0.427
PB;25;2509339;Matinhas;4.497;0.541;0.531;0.747;0.400
PB;25;2509370;Mato Grosso;2.869;0.565;0.566;0.760;0.419
PB;25;2509396;Maturéia;6.441;0.572;0.540;0.730;0.474
PB;25;2509404;Mogeiro;13.317;0.574;0.538;0.732;0.481
PB;25;2509503;Montadas;5.528;0.590;0.545;0.748;0.505
PB;25;2509602;Monte Horebe;4.759;0.587;0.579;0.755;0.463
PB;25;2509701;Monteiro;32.774;0.628;0.625;0.709;0.558
PB;25;2509800;Mulungu;9.840;0.607;0.551;0.759;0.534
PB;25;2509909;Natuba;10.450;0.541;0.516;0.710;0.432
PB;25;2510006;Nazarezinho;7.318;0.562;0.528;0.747;0.449
PB;25;2510105;Nova Floresta;10.650;0.601;0.576;0.758;0.498
PB;25;2510204;Nova Olinda;5.999;0.631;0.614;0.765;0.535
PB;25;2510303;Nova Palmeira;4.784;0.595;0.567;0.762;0.488
PB;25;2510402;Olho d'Água;6.646;0.572;0.533;0.776;0.452
PB;25;2510501;Olivedos;3.880;0.603;0.531;0.766;0.540
PB;25;2510600;Ouro Velho;3.023;0.614;0.585;0.764;0.518
PB;25;2510659;Parari;1.795;0.584;0.583;0.733;0.467
PB;25;2510709;Passagem;2.383;0.620;0.566;0.790;0.534
PB;25;2510808;Patos;106.314;0.701;0.667;0.821;0.628
PB;25;2510907;Paulista;12.216;0.732;0.673;0.830;0.703
PB;25;2511004;Pedra Branca;3.796;0.603;0.541;0.779;0.521
PB;25;2511103;Pedra Lavrada;7.982;0.574;0.564;0.733;0.458
PB;25;2511202;Pedras de Fogo;28.286;0.590;0.568;0.771;0.468
PB;25;2512721;Pedro Régis;6.034;0.542;0.529;0.754;0.399
PB;25;2511301;Piancó;15.985;0.621;0.593;0.736;0.550
PB;25;2511400;Picuí;18.670;0.608;0.596;0.745;0.506
PB;25;2511509;Pilar;11.786;0.610;0.578;0.771;0.509
PB;25;2511608;Pilões;6.728;0.614;0.566;0.777;0.527
PB;25;2511707;Pilõezinhos;5.118;0.564;0.532;0.802;0.421
PB;25;2511806;Pirpirituba;10.555;0.595;0.566;0.745;0.499
PB;25;2511905;Pitimbu;18.685;0.570;0.538;0.753;0.456
PB;25;2512002;Pocinhos;18.272;0.591;0.556;0.779;0.477
PB;25;2512036;Poço Dantas;3.778;0.525;0.506;0.702;0.408
PB;25;2512077;Poço de José de Moura;4.245;0.612;0.578;0.797;0.497
PB;25;2512101;Pombal;32.712;0.634;0.629;0.787;0.515
PB;25;2512200;Prata;4.109;0.695;0.736;0.852;0.536
PB;25;2512309;Princesa Isabel;22.995;0.606;0.600;0.720;0.514
PB;25;2512408;Puxinanã;13.557;0.617;0.574;0.754;0.542
PB;25;2512507;Queimadas;43.667;0.608;0.578;0.796;0.489
PB;25;2512606;Quixabá;1.901;0.622;0.564;0.737;0.579
PB;25;2512705;Remígio;19.149;0.607;0.592;0.797;0.474
PB;25;2512747;Riachão;3.531;0.576;0.572;0.757;0.442
PB;25;2512754;Riachão do Bacamarte;4.476;0.553;0.561;0.721;0.417
PB;25;2512762;Riachão do Poço;4.442;0.555;0.537;0.748;0.426
PB;25;2512788;Riacho de Santo Antônio;1.923;0.594;0.569;0.735;0.502
PB;25;2512804;Riacho dos Cavalos;8.563;0.568;0.546;0.752;0.447
PB;25;2512903;Rio Tinto;24.023;0.585;0.562;0.742;0.480
PB;25;2513000;Salgadinho;3.871;0.563;0.531;0.739;0.454
PB;25;2513109;Salgado de São Félix;12.144;0.568;0.531;0.770;0.448
PB;25;2513158;Santa Cecília;6.583;0.698;0.697;0.819;0.597
PB;25;2513208;Santa Cruz;6.579;0.635;0.597;0.761;0.564
PB;25;2513307;Santa Helena;5.917;0.744;0.738;0.823;0.678
PB;25;2513356;Santa Inês;3.594;0.717;0.675;0.827;0.659
PB;25;2513406;Santa Luzia;15.278;0.715;0.682;0.859;0.625
PB;25;2513703;Santa Rita;134.940;0.627;0.597;0.774;0.534
PB;25;2513802;Santa Teresinha;4.592;0.627;0.586;0.820;0.513
PB;25;2513505;Santana de Mangueira;5.223;0.535;0.488;0.756;0.414
PB;25;2513604;Santana dos Garrotes;7.113;0.594;0.568;0.772;0.479
PB;25;2513653;Joca Claudino;#N/D;#N/D;#N/D;#N/D;#N/D
PB;25;2513851;Santo André;2.541;0.815;0.819;0.861;0.769
PB;25;2513927;São Bentinho;4.451;0.606;0.575;0.787;0.491
PB;25;2513901;São Bento;33.464;0.602;0.525;0.762;0.545
PB;25;2513968;São Domingos;3.061;0.765;0.769;0.861;0.675
PB;25;2513943;São Domingos do Cariri;2.563;0.589;0.603;0.773;0.438
PB;25;2513984;São Francisco;3.375;0.723;0.705;0.814;0.658
PB;25;2514008;São João do Cariri;4.323;0.622;0.618;0.797;0.488
PB;25;2500700;São João do Rio do Peixe;17.929;0.608;0.586;0.782;0.490
PB;25;2514107;São João do Tigre;4.432;0.552;0.523;0.758;0.424
PB;25;2514206;São José da Lagoa Tapada;7.677;0.530;0.530;0.722;0.389
PB;25;2514305;São José de Caiana;6.231;0.565;0.545;0.762;0.434
PB;25;2514404;São José de Espinharas;4.684;0.577;0.543;0.790;0.448
PB;25;2514503;São José de Piranhas;19.956;0.591;0.594;0.755;0.461
PB;25;2514552;São José de Princesa;3.955;0.565;0.533;0.765;0.443
PB;25;2514602;São José do Bonfim;3.492;0.578;0.549;0.713;0.493
PB;25;2514651;São José do Brejo do Cruz;1.780;0.581;0.535;0.776;0.473
PB;25;2514701;São José do Sabugi;4.124;0.617;0.584;0.781;0.514
PB;25;2514800;São José dos Cordeiros;3.729;0.556;0.542;0.778;0.407
PB;25;2514453;São José dos Ramos;5.870;0.541;0.527;0.738;0.406
PB;25;2514909;São Mamede;7.756;0.641;0.617;0.765;0.558
PB;25;2515005;São Miguel de Taipu;7.079;0.548;0.516;0.721;0.443
PB;25;2515104;São Sebastião de Lagoa de Roça;11.677;0.594;0.561;0.795;0.471
PB;25;2515203;São Sebastião do Umbuzeiro;3.440;0.581;0.561;0.763;0.459
PB;25;2515302;Sapé;52.218;0.569;0.563;0.711;0.461
PB;25;2515401;Seridó;10.900;0.555;0.528;0.714;0.453
PB;25;2515500;Serra Branca;13.564;0.628;0.598;0.770;0.537
PB;25;2515609;Serra da Raiz;3.154;0.626;0.570;0.792;0.544
PB;25;2515708;Serra Grande;3.078;0.586;0.549;0.745;0.491
PB;25;2515807;Serra Redonda;7.053;0.570;0.565;0.772;0.424
PB;25;2515906;Serraria;6.153;0.547;0.536;0.779;0.392
PB;25;2515930;Sertãozinho;4.892;0.761;0.768;0.855;0.672
PB;25;2515971;Sobrado;7.712;0.573;0.525;0.753;0.477
PB;25;2516003;Solânea;26.734;0.595;0.592;0.762;0.468
PB;25;2516102;Soledade;14.714;0.731;0.727;0.861;0.625
PB;25;2516151;Sossêgo;3.475;0.573;0.531;0.769;0.460
PB;25;2516201;Sousa;68.822;0.668;0.645;0.814;0.567
PB;25;2516300;Sumé;16.784;0.627;0.602;0.765;0.534
PB;25;2516508;Taperoá;15.376;0.578;0.564;0.749;0.456
PB;25;2516607;Tavares;14.568;0.656;0.692;0.828;0.492
PB;25;2516706;Teixeira;14.974;0.605;0.566;0.741;0.527
PB;25;2516755;Tenório;3.011;0.581;0.565;0.707;0.490
PB;25;2516805;Triunfo;9.447;0.733;0.717;0.873;0.629
PB;25;2516904;Uiraúna;15.228;0.636;0.612;0.797;0.528
PB;25;2517001;Umbuzeiro;9.889;0.584;0.545;0.712;0.514
PB;25;2517100;Várzea;2.747;0.707;0.619;0.800;0.714
PB;25;2517209;Vieirópolis;5.295;0.571;0.537;0.762;0.455
PB;25;2505501;Vista Serrana;3.744;0.566;0.554;0.773;0.424
PB;25;2517407;Zabelê;2.208;0.623;0.567;0.725;0.587
PE;26;2600054;Abreu e Lima;98.602;0.679;0.625;0.791;0.632
PE;26;2600104;Afogados da Ingazeira;36.709;0.657;0.623;0.807;0.565
PE;26;2600203;Afrânio;19.031;0.588;0.542;0.761;0.493
PE;26;2600302;Agrestina;24.256;0.592;0.581;0.760;0.470
PE;26;2600401;Água Preta;35.698;0.553;0.514;0.761;0.432
PE;26;2600500;Águas Belas;42.566;0.526;0.546;0.691;0.385
PE;26;2600609;Alagoinha;14.341;0.599;0.569;0.801;0.472
PE;26;2600708;Aliança;38.255;0.604;0.565;0.799;0.488
PE;26;2600807;Altinho;22.876;0.598;0.559;0.792;0.482
PE;26;2600906;Amaraji;22.643;0.580;0.575;0.748;0.454
PE;26;2601003;Angelim;10.882;0.572;0.555;0.751;0.448
PE;26;2601052;Araçoiaba;19.816;0.592;0.544;0.765;0.498
PE;26;2601102;Araripina;82.800;0.602;0.595;0.785;0.467
PE;26;2601201;Arcoverde;72.625;0.667;0.654;0.799;0.567
PE;26;2601300;Barra de Guabiraba;13.953;0.577;0.558;0.726;0.474
PE;26;2601409;Barreiros;42.220;0.586;0.561;0.730;0.491
PE;26;2601508;Belém de Maria;11.888;0.578;0.537;0.749;0.479
PE;26;2601607;Belém do São Francisco;20.675;0.642;0.611;0.784;0.553
PE;26;2601706;Belo Jardim;75.462;0.629;0.617;0.783;0.514
PE;26;2601805;Betânia;12.539;0.559;0.533;0.742;0.441
PE;26;2601904;Bezerros;60.386;0.606;0.608;0.752;0.487
PE;26;2602001;Bodocó;37.317;0.565;0.543;0.745;0.445
PE;26;2602100;Bom Conselho;47.760;0.563;0.585;0.704;0.433
PE;26;2602209;Bom Jardim;38.924;0.660;0.707;0.809;0.503
PE;26;2602308;Bonito;38.094;0.670;0.714;0.831;0.508
PE;26;2602407;Brejão;8.989;0.547;0.540;0.725;0.417
PE;26;2602506;Brejinho;7.464;0.592;0.585;0.722;0.492
PE;26;2602605;Brejo da Madre de Deus;49.092;0.562;0.581;0.734;0.417
PE;26;2602704;Buenos Aires;13.012;0.593;0.556;0.778;0.481
PE;26;2602803;Buíque;56.523;0.527;0.497;0.746;0.395
PE;26;2602902;Cabo de Santo Agostinho;200.546;0.686;0.654;0.812;0.609
PE;26;2603009;Cabrobó;33.247;0.623;0.581;0.773;0.539
PE;26;2603108;Cachoeirinha;19.951;0.757;0.749;0.857;0.675
PE;26;2603207;Caetés;28.145;0.522;0.497;0.732;0.392
PE;26;2603306;Calçado;11.136;0.566;0.529;0.731;0.468
PE;26;2603405;Calumbi;5.745;0.571;0.567;0.715;0.460
PE;26;2603454;Camaragibe;154.054;0.692;0.656;0.805;0.628
PE;26;2603504;Camocim de São Félix;18.292;0.588;0.585;0.738;0.472
PE;26;2603603;Camutanga;8.450;0.606;0.570;0.760;0.514
PE;26;2603702;Canhotinho;24.837;0.541;0.543;0.725;0.403
PE;26;2603801;Capoeiras;19.997;0.549;0.529;0.746;0.419
PE;26;2603900;Carnaíba;19.318;0.583;0.540;0.727;0.505
PE;26;2603926;Carnaubeira da Penha;12.603;0.573;0.491;0.755;0.508
PE;26;2604007;Carpina;81.054;0.680;0.630;0.806;0.619
PE;26;2604106;Caruaru;347.088;0.677;0.681;0.799;0.569
PE;26;2604155;Casinhas;14.219;0.567;0.518;0.721;0.489
PE;26;2604205;Catende;41.369;0.609;0.578;0.760;0.515
PE;26;2604304;Cedro;11.515;0.627;0.592;0.753;0.553
PE;26;2604403;Chã de Alegria;13.206;0.604;0.546;0.762;0.529
PE;26;2604502;Chã Grande;21.274;0.599;0.603;0.803;0.443
PE;26;2604601;Condado;25.823;0.602;0.581;0.713;0.527
PE;26;2604700;Correntes;17.968;0.536;0.551;0.726;0.385
PE;26;2604809;Cortês;12.602;0.568;0.541;0.707;0.478
PE;26;2604908;Cumaru;13.132;0.572;0.553;0.720;0.470
PE;26;2605004;Cupira;23.841;0.592;0.601;0.763;0.453
PE;26;2605103;Custódia;36.184;0.594;0.607;0.706;0.489
PE;26;2605152;Dormentes;18.321;0.589;0.558;0.741;0.495
PE;26;2605202;Escada;67.381;0.632;0.594;0.781;0.543
PE;26;2605301;Exu;31.928;0.576;0.543;0.775;0.454
PE;26;2605400;Feira Nova;21.710;0.600;0.581;0.807;0.460
PE;26;2605459;Fernando de Noronha;2.930;0.788;0.781;0.839;0.748
PE;26;2605509;Ferreiros;11.957;0.622;0.589;0.787;0.519
PE;26;2605608;Flores;22.588;0.556;0.544;0.745;0.423
PE;26;2605707;Floresta;31.809;0.736;0.707;0.816;0.691
PE;26;2605806;Frei Miguelinho;15.137;0.576;0.575;0.758;0.438
PE;26;2605905;Gameleira;30.132;0.602;0.541;0.759;0.532
PE;26;2606002;Garanhuns;136.949;0.664;0.662;0.795;0.556
PE;26;2606101;Glória do Goitá;30.220;0.604;0.570;0.765;0.506
PE;26;2606200;Goiana;78.618;0.651;0.614;0.779;0.576
PE;26;2606309;Granito;7.308;0.595;0.543;0.773;0.502
PE;26;2606408;Gravatá;81.893;0.634;0.630;0.794;0.510
PE;26;2606507;Iati;19.010;0.528;0.518;0.768;0.369
PE;26;2606606;Ibimirim;28.604;0.552;0.533;0.706;0.446
PE;26;2606705;Ibirajuba;7.725;0.580;0.545;0.753;0.476
PE;26;2606804;Igarassu;112.463;0.665;0.622;0.781;0.606
